user_id,hours_streaming,hours_social,hours_messaging,hours_gaming,background_data_mb,is_peak_hour_user,is_weekend,age_group,plan_type,device_type,network_type,measurement_date
SUB5303829,0.75,4.57,0.22,3.6,136.92,1,0,25-34,Postpaid_Premium,Premium_Smartphone,5G,2026-03-23
SUB4602294,0.59,4.71,0.11,0.31,47.18,0,0,18-24,Postpaid_Premium,Mid_Range,4G,2026-04-05
SUB2261668,2.54,1.38,0.36,0.17,102.77,0,1,45-54,Postpaid_Basic,5G_Device,4G+,2026-03-26
SUB4150374,6.22,0.67,0.05,0.06,91.06,0,0,25-34,Postpaid_Basic,Mid_Range,5G,2026-03-31
SUB3399009,1.51,1.79,1.37,0.73,110.56,0,0,25-34,Postpaid_Unlimited,Premium_Smartphone,5G,2026-04-07
SUB2378656,1.05,0.87,0.46,1.85,116.38,0,1,25-34,Postpaid_Unlimited,Premium_Smartphone,4G+,2026-03-31
SUB5478633,1.61,1.24,1.95,0.09,56.77,1,0,25-34,Postpaid_Premium,Tablet,3G,2026-03-23
SUB9735015,0.87,3.08,0.41,1.0,114.51,0,1,35-44,Postpaid_Premium,Mid_Range,5G,2026-04-11
SUB8045472,1.62,0.6,0.2,1.26,102.18,0,0,35-44,Prepaid_Monthly,5G_Device,5G,2026-03-29
SUB9965003,0.75,3.29,0.12,0.75,50.68,1,0,25-34,Postpaid_Premium,Premium_Smartphone,3G,2026-03-22
SUB1769153,3.08,1.89,0.38,1.06,153.82,0,0,35-44,Postpaid_Basic,Tablet,5G,2026-04-02
SUB2508346,0.81,1.12,0.01,0.94,92.62,0,0,25-34,Postpaid_Premium,Premium_Smartphone,4G+,2026-03-20
SUB1803995,2.44,6.0,1.21,0.48,55.55,0,0,18-24,Postpaid_Premium,Premium_Smartphone,4G,2026-03-30
SUB9666453,2.36,2.22,1.77,2.87,142.4,1,1,18-24,Prepaid_Monthly,Premium_Smartphone,4G,2026-03-28
SUB2248720,8.0,1.31,0.49,0.11,95.62,0,0,25-34,Prepaid_Daily,5G_Device,4G,2026-03-23
SUB6160025,0.27,0.95,0.14,1.42,91.29,0,0,35-44,Prepaid_Daily,Premium_Smartphone,5G,2026-04-03
SUB9302146,0.28,0.99,0.03,0.15,69.19,1,0,55+,Postpaid_Basic,Premium_Smartphone,4G,2026-04-07
SUB3836934,3.33,0.72,1.11,0.76,147.77,0,0,18-24,Prepaid_Monthly,Premium_Smartphone,5G,2026-04-01
SUB7944075,0.04,0.29,0.06,0.62,37.19,0,0,25-34,Postpaid_Basic,Mid_Range,4G,2026-04-04
SUB2087241,2.75,0.83,0.12,1.17,74.4,0,0,18-24,Prepaid_Daily,5G_Device,4G,2026-04-15
SUB4929301,0.11,1.19,0.06,0.13,86.95,0,1,45-54,Prepaid_Monthly,Mid_Range,5G,2026-03-28
SUB3210980,0.16,3.27,0.06,0.14,128.11,1,1,45-54,Prepaid_Monthly,Mid_Range,5G,2026-03-20
SUB8997018,1.32,6.0,0.32,2.71,157.48,1,1,18-24,Prepaid_Monthly,Premium_Smartphone,5G,2026-04-05
SUB2139391,0.64,2.57,0.89,0.0,108.69,0,0,35-44,Prepaid_Daily,Premium_Smartphone,4G+,2026-04-08
SUB6970653,1.76,0.61,0.23,0.01,42.11,1,0,35-44,Postpaid_Premium,Mid_Range,4G,2026-04-02
SUB4970471,1.52,1.79,4.0,0.02,100.57,0,1,18-24,Prepaid_Daily,Premium_Smartphone,4G,2026-03-27
SUB5226660,1.22,0.46,0.55,0.21,95.46,0,0,25-34,Prepaid_Daily,5G_Device,4G,2026-03-23
SUB6508833,0.55,0.54,0.14,0.02,49.08,0,0,35-44,Postpaid_Unlimited,Mid_Range,4G+,2026-04-04
SUB2869883,1.48,2.48,0.45,0.27,137.44,0,1,18-24,Prepaid_Daily,Premium_Smartphone,5G,2026-04-03
SUB1271609,5.17,1.09,0.75,2.86,89.35,0,0,25-34,Postpaid_Premium,5G_Device,4G,2026-03-19
SUB4867183,8.0,2.74,2.09,0.01,47.58,1,0,18-24,Postpaid_Unlimited,Mid_Range,4G,2026-03-27
SUB4481716,0.56,3.11,1.73,0.06,112.59,0,0,25-34,Postpaid_Basic,Premium_Smartphone,5G,2026-04-08
SUB3293474,0.07,0.26,0.05,0.03,31.51,1,0,45-54,Postpaid_Basic,Basic_Phone,4G,2026-04-15
SUB7337479,0.89,1.59,0.64,1.01,82.92,1,1,25-34,Prepaid_Monthly,5G_Device,3G,2026-04-06
SUB6868518,0.97,1.28,1.42,1.05,62.05,0,0,18-24,Prepaid_Monthly,5G_Device,4G,2026-04-05
SUB9566304,1.07,1.41,0.11,0.3,64.29,0,0,18-24,Postpaid_Basic,Premium_Smartphone,3G,2026-03-29
SUB2589291,1.77,0.62,0.05,0.23,71.4,0,0,35-44,Prepaid_Daily,Mid_Range,5G,2026-04-02
SUB1426492,0.6,1.18,0.07,1.32,61.47,0,0,25-34,Prepaid_Monthly,Premium_Smartphone,4G,2026-03-28
SUB3955227,6.08,2.07,0.22,2.24,137.52,0,0,35-44,Postpaid_Premium,Premium_Smartphone,5G,2026-03-26
SUB3307236,2.48,0.49,1.02,0.75,104.58,0,0,18-24,Prepaid_Daily,5G_Device,4G,2026-03-20
SUB4224400,0.24,1.03,0.12,0.18,37.04,0,0,45-54,Postpaid_Premium,Mid_Range,3G,2026-03-25
SUB7613889,0.74,0.34,0.27,0.15,48.0,1,1,45-54,Postpaid_Premium,Basic_Phone,4G,2026-03-25
SUB6653278,1.37,0.2,0.26,0.38,39.33,0,1,45-54,Prepaid_Daily,Mid_Range,4G,2026-04-14
SUB1463723,0.47,0.58,0.09,0.11,50.63,0,0,25-34,Prepaid_Daily,Mid_Range,4G,2026-04-04
SUB8784160,0.27,0.63,0.41,0.0,31.88,0,0,35-44,Prepaid_Monthly,Mid_Range,4G,2026-03-30
SUB6138717,3.48,1.81,0.23,0.52,102.18,0,0,25-34,Postpaid_Premium,Tablet,4G+,2026-04-02
SUB1686763,1.4,0.24,1.11,1.3,74.27,1,1,45-54,Prepaid_Monthly,Mid_Range,4G+,2026-03-20
SUB8585291,8.0,2.38,1.63,0.34,79.64,0,0,18-24,Postpaid_Premium,Premium_Smartphone,5G,2026-03-22
SUB7301816,1.89,1.2,4.0,0.7,94.46,1,1,45-54,Postpaid_Premium,Premium_Smartphone,4G,2026-04-14
SUB8099312,3.24,1.39,1.0,2.0,133.8,0,0,25-34,Postpaid_Premium,Premium_Smartphone,5G,2026-04-06
SUB3145943,0.1,0.28,0.04,0.89,62.83,0,0,45-54,Prepaid_Daily,5G_Device,3G,2026-04-13
SUB5590585,1.61,0.51,0.26,0.89,41.87,0,0,35-44,Postpaid_Basic,Premium_Smartphone,3G,2026-04-13
SUB2323020,0.18,0.28,1.4,2.22,102.98,1,0,25-34,Prepaid_Daily,Mid_Range,5G,2026-03-21
SUB3654810,0.91,0.28,0.01,0.03,45.88,0,0,55+,Prepaid_Daily,Mid_Range,4G,2026-04-16
SUB5919495,2.9,1.17,0.27,1.33,81.43,1,0,25-34,Prepaid_Monthly,5G_Device,4G,2026-03-29
SUB8367241,0.37,1.89,0.05,0.0,91.8,0,1,55+,Postpaid_Premium,Tablet,5G,2026-03-20
SUB9890111,0.45,0.98,0.27,0.47,54.04,1,0,45-54,Postpaid_Unlimited,Mid_Range,3G,2026-04-09
SUB5477375,0.22,1.04,0.18,0.23,127.8,1,0,55+,Prepaid_Monthly,Premium_Smartphone,4G,2026-03-28
SUB4704595,7.99,5.53,2.51,0.06,103.18,1,0,18-24,Postpaid_Basic,Premium_Smartphone,5G,2026-03-21
SUB2844040,2.36,2.79,0.08,0.41,75.21,0,0,25-34,Prepaid_Monthly,Premium_Smartphone,4G,2026-04-17
SUB7908998,2.42,2.4,1.5,0.86,169.18,1,1,35-44,Postpaid_Premium,Tablet,5G,2026-04-03
SUB1864845,0.32,0.64,0.08,0.03,58.97,1,0,55+,Prepaid_Monthly,Mid_Range,4G,2026-04-02
SUB3006811,4.31,1.33,1.01,0.25,88.11,0,0,18-24,Postpaid_Basic,Premium_Smartphone,4G,2026-04-17
SUB8977848,2.43,0.78,0.09,0.28,47.81,0,0,18-24,Postpaid_Basic,Mid_Range,4G+,2026-03-30
SUB2434636,1.56,6.0,0.64,0.13,87.84,0,1,25-34,Postpaid_Premium,Premium_Smartphone,4G,2026-04-01
SUB4908308,0.14,0.36,0.21,0.06,59.65,0,0,45-54,Prepaid_Daily,Mid_Range,4G,2026-04-03
SUB8332827,0.84,2.22,0.32,0.26,91.82,1,0,45-54,Postpaid_Basic,Premium_Smartphone,4G,2026-03-26
SUB1705314,0.59,0.77,0.17,0.71,49.16,0,0,25-34,Prepaid_Monthly,Mid_Range,4G,2026-04-02
SUB4394070,0.61,0.65,2.14,0.33,52.39,0,1,18-24,Prepaid_Daily,Premium_Smartphone,3G,2026-04-17
SUB4889453,2.56,0.84,0.22,0.68,59.83,0,0,35-44,Prepaid_Monthly,Premium_Smartphone,4G,2026-04-09
SUB4957874,1.09,0.36,0.04,0.0,19.0,1,0,18-24,Postpaid_Unlimited,Basic_Phone,4G,2026-04-16
SUB4578687,2.5,1.0,0.12,1.27,66.47,0,1,35-44,Postpaid_Unlimited,Mid_Range,4G,2026-03-30
SUB2182200,0.87,0.68,0.76,0.06,93.83,0,0,25-34,Prepaid_Daily,Premium_Smartphone,4G+,2026-03-25
SUB5775219,0.91,0.65,0.37,0.02,26.93,0,1,35-44,Postpaid_Premium,Basic_Phone,5G,2026-03-27
SUB2093956,0.04,1.67,0.57,1.04,46.74,0,0,45-54,Postpaid_Basic,Premium_Smartphone,4G,2026-03-26
SUB9063736,2.73,6.0,0.51,3.81,141.85,1,1,25-34,Postpaid_Unlimited,5G_Device,4G,2026-03-25
SUB4648338,2.71,1.77,0.58,0.03,46.05,0,0,25-34,Postpaid_Unlimited,Mid_Range,4G+,2026-03-24
SUB2431041,0.3,0.24,0.78,0.5,56.5,1,0,45-54,Postpaid_Basic,Premium_Smartphone,3G,2026-04-13
SUB8859371,0.19,0.76,0.4,0.07,57.78,0,0,25-34,Prepaid_Daily,Premium_Smartphone,3G,2026-03-24
SUB6025764,2.42,0.53,0.12,0.04,51.91,0,0,45-54,Postpaid_Basic,Mid_Range,4G,2026-04-13
SUB7962111,2.11,1.27,1.68,0.22,72.6,0,0,18-24,Postpaid_Premium,Mid_Range,4G+,2026-04-14
SUB7142453,2.08,0.27,0.05,0.53,48.7,0,0,45-54,Postpaid_Unlimited,Tablet,4G,2026-04-04
SUB8289165,4.05,0.2,0.06,1.45,84.24,0,0,18-24,Prepaid_Monthly,Premium_Smartphone,4G,2026-04-08
SUB1272667,0.61,3.56,0.2,0.21,80.17,0,0,18-24,Postpaid_Premium,Mid_Range,5G,2026-03-24
SUB4453402,3.15,0.32,0.06,0.74,93.14,0,0,25-34,Postpaid_Premium,Premium_Smartphone,4G+,2026-03-23
SUB9123445,1.27,0.05,0.35,0.47,131.11,1,0,55+,Prepaid_Daily,Premium_Smartphone,5G,2026-04-12
SUB1112035,0.1,0.28,0.01,0.15,65.43,0,0,55+,Postpaid_Basic,5G_Device,4G,2026-04-12
SUB6698238,1.49,0.17,0.12,0.84,90.85,0,0,18-24,Prepaid_Daily,Tablet,4G+,2026-04-07
SUB1340526,3.05,0.12,0.05,0.0,16.7,1,1,18-24,Postpaid_Premium,Basic_Phone,3G,2026-03-28
SUB2216733,0.95,2.5,2.26,0.01,137.44,0,1,25-34,Postpaid_Basic,Premium_Smartphone,5G,2026-04-11
SUB6687453,0.57,2.58,1.55,0.01,61.06,0,1,25-34,Postpaid_Unlimited,Tablet,4G,2026-03-30
SUB1865144,2.23,1.2,0.8,0.95,144.96,0,0,45-54,Postpaid_Unlimited,Premium_Smartphone,5G,2026-04-07
SUB2418137,0.32,0.71,0.16,0.19,91.69,0,0,25-34,Prepaid_Daily,Premium_Smartphone,4G,2026-03-25
SUB3307306,1.31,0.27,0.23,0.31,38.29,0,0,45-54,Prepaid_Daily,Mid_Range,4G,2026-04-12
SUB1522797,0.69,0.1,0.05,0.66,36.77,0,0,35-44,Postpaid_Premium,Mid_Range,3G,2026-04-11
SUB6868590,0.78,1.29,0.04,0.65,75.21,0,0,35-44,Postpaid_Premium,Premium_Smartphone,4G,2026-04-07
SUB4497172,0.54,2.21,0.33,0.7,87.0,0,0,45-54,Postpaid_Premium,Tablet,5G,2026-03-26
SUB7560230,0.54,1.3,0.07,0.0,26.8,0,0,18-24,Prepaid_Monthly,Basic_Phone,5G,2026-03-22
SUB7652469,1.67,1.65,2.33,0.67,77.96,0,1,18-24,Postpaid_Premium,Mid_Range,4G+,2026-03-20
SUB9142165,1.0,0.14,0.05,0.37,66.71,0,0,45-54,Prepaid_Monthly,5G_Device,3G,2026-03-26
SUB6388811,0.41,1.4,0.07,0.16,24.63,0,0,18-24,Prepaid_Monthly,Mid_Range,3G,2026-04-03
SUB1414399,1.8,2.13,0.35,0.05,113.31,1,0,18-24,Prepaid_Daily,Premium_Smartphone,4G+,2026-04-16
SUB8175173,0.55,0.68,0.43,0.52,85.34,0,1,55+,Postpaid_Unlimited,Mid_Range,5G,2026-03-28
SUB6884724,1.11,1.97,1.77,0.15,56.83,1,0,35-44,Postpaid_Basic,Mid_Range,4G,2026-04-05
SUB5449113,1.42,1.33,0.72,3.08,47.17,0,1,25-34,Postpaid_Unlimited,Mid_Range,4G,2026-03-20
SUB8251204,0.14,1.2,0.12,0.22,52.52,1,0,35-44,Postpaid_Premium,Mid_Range,4G,2026-03-24
SUB1729672,0.36,0.49,0.12,0.52,102.72,0,1,25-34,Prepaid_Daily,Premium_Smartphone,4G,2026-04-03
SUB6257901,0.12,0.16,0.03,0.01,32.91,0,0,55+,Postpaid_Basic,Mid_Range,4G,2026-03-29
SUB9837389,1.87,6.0,0.04,0.24,116.25,1,0,18-24,Prepaid_Daily,Premium_Smartphone,5G,2026-03-23
SUB2147417,0.37,1.34,0.57,0.04,69.76,0,1,35-44,Postpaid_Basic,Mid_Range,4G,2026-03-27
SUB1160786,0.64,0.46,0.18,0.86,28.43,0,0,45-54,Prepaid_Monthly,Mid_Range,3G,2026-04-16
SUB3075414,0.15,1.03,0.28,1.9,138.93,0,0,25-34,Postpaid_Basic,Tablet,5G,2026-03-24
SUB8598498,0.3,0.98,0.15,0.54,61.35,0,0,45-54,Postpaid_Basic,Mid_Range,4G+,2026-03-22
SUB6722078,0.05,0.49,0.47,0.02,72.99,1,0,55+,Prepaid_Monthly,Mid_Range,5G,2026-03-27
SUB8883060,0.33,0.15,0.0,0.24,30.32,1,0,35-44,Prepaid_Daily,Basic_Phone,4G,2026-04-16
SUB2314530,2.36,0.82,0.52,0.01,43.66,0,0,25-34,Prepaid_Monthly,Mid_Range,4G,2026-03-27
SUB1910175,6.04,6.0,0.2,0.03,111.08,0,1,35-44,Postpaid_Unlimited,5G_Device,5G,2026-04-04
SUB8225529,0.64,0.4,0.01,0.0,55.31,0,0,55+,Prepaid_Monthly,Premium_Smartphone,4G,2026-03-27
SUB6501188,0.97,6.0,1.07,2.04,144.01,1,0,25-34,Postpaid_Premium,Premium_Smartphone,5G,2026-04-09
SUB7056095,0.47,0.59,0.31,0.01,38.28,0,0,35-44,Prepaid_Daily,Premium_Smartphone,3G,2026-04-14
SUB1121701,3.45,0.68,0.08,1.18,130.51,1,1,25-34,Prepaid_Monthly,Mid_Range,5G,2026-03-30
SUB8680223,2.5,1.04,0.91,0.11,56.18,1,1,18-24,Postpaid_Basic,Mid_Range,4G,2026-04-05
SUB4941631,3.05,6.0,4.0,0.09,83.67,0,1,18-24,Postpaid_Premium,Premium_Smartphone,3G,2026-04-17
SUB6174895,0.63,1.05,0.5,0.11,107.54,1,1,55+,Postpaid_Basic,Premium_Smartphone,4G,2026-03-29
SUB2064641,0.24,1.03,1.52,0.01,76.85,0,0,35-44,Postpaid_Basic,Premium_Smartphone,5G,2026-03-29
SUB2433043,1.98,0.65,1.33,0.95,21.55,0,0,18-24,Postpaid_Premium,Mid_Range,4G,2026-04-05
SUB7637056,0.48,0.78,0.06,0.01,42.25,1,0,45-54,Prepaid_Monthly,Mid_Range,3G,2026-04-16
SUB7789177,1.28,1.87,1.17,0.53,140.31,0,0,25-34,Prepaid_Daily,5G_Device,5G,2026-04-08
SUB1248924,0.54,0.59,0.16,0.07,53.7,1,1,45-54,Prepaid_Monthly,Mid_Range,4G,2026-04-01
SUB9145618,0.01,2.43,0.08,0.82,114.47,0,0,18-24,Prepaid_Daily,Premium_Smartphone,4G+,2026-04-11
SUB3090923,1.95,4.53,0.27,0.16,64.25,0,0,55+,Postpaid_Unlimited,Mid_Range,4G+,2026-03-26
SUB2940711,0.54,2.28,0.56,1.28,98.48,0,0,35-44,Postpaid_Basic,5G_Device,4G,2026-04-06
SUB2363307,0.68,0.19,0.44,0.31,105.83,0,0,35-44,Prepaid_Monthly,Tablet,4G,2026-04-01
SUB6925237,1.38,3.57,0.06,0.27,37.77,0,0,18-24,Postpaid_Unlimited,Premium_Smartphone,3G,2026-03-23
SUB7498391,3.04,6.0,0.78,0.09,145.34,0,0,25-34,Postpaid_Unlimited,Premium_Smartphone,5G,2026-03-31
SUB4218451,1.24,0.58,0.82,0.71,119.01,0,0,25-34,Prepaid_Monthly,5G_Device,4G+,2026-03-29
SUB4372021,1.71,2.75,0.12,0.98,139.02,0,1,55+,Postpaid_Unlimited,Premium_Smartphone,5G,2026-03-24
SUB1190477,3.18,1.54,0.49,1.57,99.57,0,0,18-24,Prepaid_Daily,5G_Device,4G,2026-03-25
SUB7213415,2.97,1.54,0.75,0.05,44.86,0,1,35-44,Postpaid_Unlimited,Mid_Range,3G,2026-03-31
SUB8805819,0.19,0.09,0.01,0.05,21.27,0,1,18-24,Prepaid_Monthly,Basic_Phone,3G,2026-03-21
SUB5915782,3.65,0.92,1.19,1.67,142.42,0,0,18-24,Postpaid_Basic,5G_Device,5G,2026-03-24
SUB9567962,0.87,1.16,1.68,0.74,93.92,0,0,25-34,Prepaid_Monthly,Premium_Smartphone,4G+,2026-03-20
SUB6858893,2.27,0.47,1.14,0.07,100.79,0,1,45-54,Postpaid_Unlimited,Premium_Smartphone,5G,2026-03-19
SUB6690912,0.83,0.53,0.14,1.05,125.75,0,1,45-54,Prepaid_Daily,5G_Device,5G,2026-03-21
SUB3182931,0.81,0.33,0.13,0.32,67.81,0,0,55+,Prepaid_Monthly,5G_Device,4G,2026-04-04
SUB2051636,0.19,0.15,0.23,0.22,54.99,0,0,55+,Postpaid_Basic,Mid_Range,4G,2026-04-15
SUB7941550,0.18,1.58,0.37,2.0,133.19,1,0,18-24,Postpaid_Basic,Premium_Smartphone,4G,2026-03-25
SUB8615907,2.56,3.13,0.71,0.03,122.38,0,0,45-54,Postpaid_Premium,Premium_Smartphone,4G+,2026-04-07
SUB7631430,1.48,1.36,0.52,0.22,67.68,0,0,25-34,Postpaid_Premium,5G_Device,3G,2026-04-05
SUB8913436,0.51,1.12,0.25,0.04,82.55,0,0,45-54,Postpaid_Premium,Mid_Range,5G,2026-03-23
SUB3647765,0.59,0.03,0.14,0.06,27.22,0,0,18-24,Prepaid_Monthly,Basic_Phone,5G,2026-03-19
SUB4037253,0.22,0.2,0.18,0.08,75.7,0,0,45-54,Prepaid_Monthly,Mid_Range,5G,2026-04-16
SUB9744039,0.02,1.37,0.01,0.18,29.71,0,0,18-24,Prepaid_Monthly,Mid_Range,4G,2026-04-03
SUB1015141,8.0,1.76,0.43,1.56,55.62,1,0,25-34,Postpaid_Unlimited,Mid_Range,4G,2026-04-07
SUB5524361,8.0,1.02,0.87,1.02,60.84,0,0,18-24,Prepaid_Monthly,Mid_Range,5G,2026-03-28
SUB8986378,0.42,0.94,0.48,1.44,112.94,1,0,18-24,Prepaid_Monthly,Premium_Smartphone,4G+,2026-04-12
SUB4782700,0.18,0.37,0.08,0.5,24.79,0,0,25-34,Postpaid_Basic,Basic_Phone,4G,2026-03-22
SUB4561669,0.15,0.23,0.21,0.84,74.74,1,0,45-54,Prepaid_Monthly,Premium_Smartphone,4G,2026-04-05
SUB9963287,1.81,0.7,0.23,0.67,79.84,0,0,45-54,Prepaid_Monthly,Premium_Smartphone,4G,2026-04-14
SUB2693152,1.24,2.91,0.58,0.48,98.07,0,0,18-24,Postpaid_Premium,Premium_Smartphone,4G,2026-04-07
SUB6973300,0.69,1.51,0.09,0.34,48.81,0,0,18-24,Prepaid_Daily,Mid_Range,4G+,2026-04-01
SUB3337099,1.45,4.04,0.13,2.48,85.83,0,1,25-34,Postpaid_Basic,Mid_Range,5G,2026-04-15
SUB8155738,0.42,0.36,0.04,0.16,98.4,0,0,45-54,Prepaid_Monthly,Premium_Smartphone,4G,2026-04-16
SUB2944741,0.4,2.02,0.71,1.05,146.54,0,1,18-24,Prepaid_Monthly,Premium_Smartphone,5G,2026-03-25
SUB1824255,0.76,0.99,0.01,0.09,24.38,0,1,25-34,Postpaid_Unlimited,Basic_Phone,4G,2026-04-05
SUB7004327,1.24,0.15,0.35,0.39,20.43,0,0,18-24,Prepaid_Monthly,Mid_Range,3G,2026-04-06
SUB9962292,0.45,1.4,0.01,0.11,48.83,0,0,25-34,Prepaid_Monthly,5G_Device,3G,2026-04-17
SUB4177640,8.0,5.31,1.4,1.94,88.17,0,0,18-24,Postpaid_Unlimited,Premium_Smartphone,5G,2026-04-03
SUB9902284,0.4,0.57,0.04,0.76,111.14,0,0,18-24,Prepaid_Daily,Tablet,4G+,2026-03-20
SUB9879521,1.22,0.87,0.11,0.31,133.67,1,0,18-24,Prepaid_Daily,5G_Device,4G,2026-04-09
SUB6287267,0.46,0.81,0.13,0.24,80.73,0,1,25-34,Prepaid_Monthly,Mid_Range,4G,2026-03-22
SUB3375804,0.41,0.98,0.0,0.6,94.42,0,1,25-34,Postpaid_Basic,Premium_Smartphone,4G,2026-03-19
SUB6550616,0.7,0.53,0.08,0.24,27.91,0,0,35-44,Prepaid_Monthly,Mid_Range,4G,2026-04-03
SUB3730689,2.54,1.34,0.16,0.13,35.7,0,0,18-24,Postpaid_Basic,Mid_Range,3G,2026-03-29
SUB6023331,0.18,0.42,0.18,0.03,40.35,0,0,18-24,Prepaid_Daily,5G_Device,3G,2026-04-09
SUB9529297,0.63,0.25,0.82,0.37,42.6,0,0,18-24,Prepaid_Monthly,Mid_Range,4G,2026-04-05
SUB8808516,2.11,0.06,0.23,0.28,46.4,0,0,45-54,Postpaid_Basic,Mid_Range,5G,2026-03-20
SUB2285801,0.48,0.5,0.31,0.02,35.16,0,0,35-44,Prepaid_Monthly,Tablet,3G,2026-03-30
SUB5070161,0.01,0.32,0.12,0.04,30.53,1,0,35-44,Prepaid_Monthly,Basic_Phone,4G,2026-03-29
SUB1233725,0.86,0.49,0.16,0.58,34.95,0,0,25-34,Postpaid_Basic,Mid_Range,4G,2026-04-04
SUB7568056,0.19,0.93,0.71,0.05,16.86,1,0,18-24,Postpaid_Unlimited,Basic_Phone,4G,2026-04-07
SUB2158175,1.47,0.76,0.35,0.61,82.77,1,0,18-24,Prepaid_Daily,Premium_Smartphone,3G,2026-03-19
SUB9213140,0.46,0.6,0.98,0.17,60.28,1,0,25-34,Postpaid_Basic,Mid_Range,4G+,2026-04-05
SUB7640981,0.25,2.38,0.07,0.31,92.63,1,0,35-44,Prepaid_Monthly,Premium_Smartphone,4G,2026-04-17
SUB3368524,3.21,0.29,3.44,6.0,91.36,1,0,45-54,Postpaid_Premium,Tablet,4G,2026-03-24
SUB8099574,4.2,3.34,0.03,0.02,152.69,1,1,45-54,Postpaid_Unlimited,Premium_Smartphone,4G,2026-04-13
SUB6877675,0.95,1.52,0.12,0.12,32.39,0,0,25-34,Postpaid_Unlimited,Mid_Range,4G,2026-04-12
SUB9549906,2.34,2.0,0.04,0.08,70.24,1,0,25-34,Prepaid_Monthly,5G_Device,4G,2026-03-28
SUB1321243,0.31,1.92,0.23,0.01,99.19,0,1,18-24,Prepaid_Monthly,Premium_Smartphone,4G+,2026-03-28
SUB5018920,0.23,0.26,0.01,0.17,61.44,0,0,25-34,Prepaid_Monthly,Premium_Smartphone,3G,2026-04-16
SUB5736605,0.37,0.17,0.11,0.2,30.73,0,0,55+,Prepaid_Monthly,Mid_Range,3G,2026-04-17
SUB8885766,0.18,1.18,0.44,0.18,25.29,0,0,18-24,Postpaid_Premium,Basic_Phone,3G,2026-03-23
SUB3081530,0.24,0.84,0.27,0.08,146.25,0,0,55+,Prepaid_Monthly,Premium_Smartphone,5G,2026-03-28
SUB3988793,0.3,0.45,0.08,0.08,66.96,0,0,25-34,Postpaid_Premium,Premium_Smartphone,3G,2026-04-11
SUB8017191,0.24,3.72,3.06,0.72,92.74,1,1,25-34,Postpaid_Unlimited,Mid_Range,4G,2026-03-21
SUB5457005,0.24,0.3,0.29,0.04,36.99,0,1,18-24,Prepaid_Monthly,Basic_Phone,4G,2026-04-06
SUB5093898,2.58,1.12,0.08,0.07,66.87,1,1,35-44,Postpaid_Premium,Mid_Range,4G,2026-04-17
SUB3800212,0.5,0.17,0.03,0.03,24.43,0,0,25-34,Prepaid_Daily,Basic_Phone,3G,2026-04-12
SUB1130878,0.39,0.47,0.01,0.2,24.95,0,1,25-34,Prepaid_Daily,Basic_Phone,4G,2026-04-08
SUB7914887,1.9,0.55,0.49,0.06,41.51,0,0,25-34,Prepaid_Daily,Mid_Range,4G,2026-04-09
SUB3762108,0.71,0.53,0.3,1.02,68.23,0,0,18-24,Prepaid_Daily,5G_Device,3G,2026-04-16
SUB2892508,2.2,1.63,1.2,1.06,106.12,1,1,25-34,Prepaid_Monthly,Premium_Smartphone,4G,2026-03-29
SUB3893713,0.11,1.62,0.39,0.32,123.39,0,0,25-34,Postpaid_Basic,Premium_Smartphone,5G,2026-03-19
SUB7488574,0.91,1.8,0.39,1.09,102.38,1,1,35-44,Postpaid_Premium,Mid_Range,4G+,2026-03-21
SUB5992332,0.63,0.02,0.13,0.12,33.23,1,0,35-44,Prepaid_Daily,Basic_Phone,4G+,2026-04-04
SUB7881099,1.13,5.7,0.8,0.87,106.74,1,0,25-34,Postpaid_Unlimited,Premium_Smartphone,4G,2026-04-11
SUB4343473,1.87,0.7,0.19,1.02,66.85,0,0,35-44,Postpaid_Premium,Mid_Range,5G,2026-03-22
SUB2947012,5.08,2.3,0.38,0.05,96.5,0,0,25-34,Postpaid_Premium,5G_Device,5G,2026-03-19
SUB7778105,0.08,0.39,0.08,0.0,18.32,0,0,35-44,Prepaid_Monthly,Basic_Phone,4G,2026-03-27
SUB7365898,6.21,0.53,0.13,0.07,39.83,0,0,18-24,Prepaid_Daily,5G_Device,3G,2026-04-12
SUB5871482,2.63,1.39,3.43,0.72,85.63,1,1,18-24,Postpaid_Premium,Mid_Range,4G,2026-03-22
SUB3009326,4.77,3.67,0.2,0.76,92.74,0,0,18-24,Postpaid_Unlimited,5G_Device,4G+,2026-04-01
SUB5193513,0.32,0.29,0.04,0.13,94.49,0,0,45-54,Prepaid_Monthly,Premium_Smartphone,4G,2026-04-02
SUB4725614,3.09,1.71,0.68,1.07,60.75,0,0,18-24,Postpaid_Premium,5G_Device,4G,2026-03-27
SUB7849502,1.99,1.14,0.13,0.57,123.73,0,0,18-24,Prepaid_Daily,Premium_Smartphone,5G,2026-03-23
SUB5321613,3.83,6.0,1.35,0.42,90.98,1,1,25-34,Postpaid_Premium,Mid_Range,5G,2026-03-25
SUB7476137,1.18,0.72,0.58,0.32,83.46,0,0,18-24,Prepaid_Daily,Tablet,4G,2026-03-29
SUB4700568,0.52,0.47,0.32,0.72,93.02,0,0,45-54,Postpaid_Basic,Mid_Range,5G,2026-04-08
SUB1403552,0.75,1.86,0.45,0.05,97.82,0,1,35-44,Postpaid_Basic,5G_Device,4G,2026-04-16
