user_id,customer_tenure_months,contract_duration_months,monthly_bill_usd,support_calls_6months,churn_probability,churn_status,churn_reason,churn_risk_category,support_calls_group
SUB3192848,12,24,45.02,2,0.189,1,Relocation/Moving,Very_Low,1-2 calls
SUB3773219,18,12,16.09,1,0.205,0,,Low,1-2 calls
SUB5864912,3,1,7.98,0,0.218,0,,Low,0 calls
SUB2644173,36,12,43.1,2,0.205,0,,Low,1-2 calls
SUB5261725,1,12,9.06,3,0.441,1,Network Quality Issues,Medium,3-4 calls
SUB9625044,3,12,37.44,2,0.507,1,Service Not Needed,Medium,1-2 calls
SUB6545636,48,12,67.57,3,0.039,0,,Very_Low,3-4 calls
SUB6780618,6,1,30.1,2,0.266,0,,Low,1-2 calls
SUB6252371,6,3,93.2,3,0.154,0,,Very_Low,3-4 calls
SUB3214178,12,12,7.98,3,0.378,0,,Low,3-4 calls
SUB1074804,24,24,21.04,1,0.112,1,Price Too High,Very_Low,1-2 calls
SUB3976877,6,1,8.97,5,0.819,1,Poor Customer Service,Very_High,5+ calls
SUB4789514,36,6,7.69,3,0.287,0,,Low,3-4 calls
SUB5957107,3,24,11.03,1,0.63,1,Network Quality Issues,High,1-2 calls
SUB2972871,3,12,78.05,1,0.287,1,Better Competitor Offer,Low,1-2 calls
SUB2940483,1,6,19.48,1,0.22,1,Relocation/Moving,Low,1-2 calls
SUB3911898,6,1,113.36,4,0.177,1,Network Quality Issues,Very_Low,3-4 calls
SUB9875943,3,6,6.66,2,0.294,0,,Low,1-2 calls
SUB6227365,12,3,56.7,3,0.319,1,Relocation/Moving,Low,3-4 calls
SUB8689262,60,24,93.36,2,0.024,0,,Very_Low,1-2 calls
SUB4509163,36,12,6.64,1,0.22,0,,Low,1-2 calls
SUB7825711,36,24,21.91,3,0.248,0,,Low,3-4 calls
SUB2261402,36,24,79.67,1,0.077,0,,Very_Low,1-2 calls
SUB3126028,6,12,32.37,4,0.165,1,Relocation/Moving,Very_Low,3-4 calls
SUB3985032,6,1,32.89,3,0.399,0,,Low,3-4 calls
SUB4077195,24,12,22.97,5,0.472,0,,Medium,5+ calls
SUB3326344,18,24,53.12,3,0.077,0,,Very_Low,3-4 calls
SUB7103807,3,6,62.28,1,0.103,1,Network Quality Issues,Very_Low,1-2 calls
SUB2076837,60,24,6.62,3,0.11,0,,Very_Low,3-4 calls
SUB8446633,12,24,96.53,1,0.094,0,,Very_Low,1-2 calls
SUB6717467,24,12,34.26,3,0.205,1,Relocation/Moving,Low,3-4 calls
SUB2629040,1,12,32.02,1,0.21,0,,Low,1-2 calls
SUB4663289,1,12,53.66,5,0.382,0,,Low,5+ calls
SUB3916596,12,12,43.49,3,0.283,0,,Low,3-4 calls
SUB8966473,3,3,14.15,4,0.95,1,Relocation/Moving,Very_High,3-4 calls
SUB7185941,60,3,43.72,2,0.038,0,,Very_Low,1-2 calls
SUB5127436,24,3,80.5,4,0.236,0,,Low,3-4 calls
SUB5866940,12,1,82.95,3,0.189,0,,Very_Low,3-4 calls
SUB4462511,60,1,96.27,1,0.049,0,,Very_Low,1-2 calls
SUB1384083,6,24,14.3,0,0.252,0,,Low,0 calls
SUB9920206,18,12,15.01,2,0.205,1,Price Too High,Low,1-2 calls
SUB6607968,1,1,43.27,0,0.218,0,,Low,0 calls
SUB7769552,12,12,46.22,3,0.246,0,,Low,3-4 calls
SUB4050798,1,6,29.05,5,0.441,1,Network Quality Issues,Medium,5+ calls
SUB3536047,6,3,68.13,4,0.215,0,,Low,3-4 calls
SUB7464143,12,24,7.98,0,0.141,0,,Very_Low,0 calls
SUB4254992,12,3,7.94,0,0.202,0,,Low,0 calls
SUB5797663,12,1,110.08,2,0.063,0,,Very_Low,1-2 calls
SUB7269191,18,3,24.74,0,0.164,0,,Very_Low,0 calls
SUB4535443,3,24,106.17,2,0.57,0,,Medium,1-2 calls
SUB2932303,6,24,26.75,1,0.236,1,Price Too High,Low,1-2 calls
SUB3751821,18,24,10.72,0,0.252,1,Network Quality Issues,Low,0 calls
SUB8314895,12,24,62.58,2,0.063,0,,Very_Low,1-2 calls
SUB7525940,3,1,54.86,0,0.059,0,,Very_Low,0 calls
SUB1426941,24,12,30.78,2,0.157,0,,Very_Low,1-2 calls
SUB5850224,48,12,14.92,2,0.157,0,,Very_Low,1-2 calls
SUB1386354,12,24,73.33,1,0.213,1,Network Quality Issues,Low,1-2 calls
SUB6506336,18,12,7.18,3,0.157,0,,Very_Low,3-4 calls
SUB1935709,24,12,66.69,1,0.124,0,,Very_Low,1-2 calls
SUB3485178,60,12,25.88,0,0.106,0,,Very_Low,0 calls
SUB7379022,60,12,71.95,1,0.037,1,Better Competitor Offer,Very_Low,1-2 calls
SUB6477630,48,12,18.58,4,0.177,0,,Very_Low,3-4 calls
SUB7288893,24,24,37.51,3,0.266,0,,Low,3-4 calls
SUB3085469,12,24,69.91,4,0.172,0,,Very_Low,3-4 calls
SUB2346365,18,6,8.89,3,0.95,1,Service Not Needed,Very_High,3-4 calls
SUB2136078,24,3,81.18,0,0.088,0,,Very_Low,0 calls
SUB9875206,1,12,7.71,3,0.819,0,,Very_High,3-4 calls
SUB7062825,3,12,20.07,0,0.328,0,,Low,0 calls
SUB1533037,24,6,49.03,1,0.136,0,,Very_Low,1-2 calls
SUB9973541,18,12,106.37,4,0.102,0,,Very_Low,3-4 calls
SUB9602541,24,3,12.88,0,0.252,0,,Low,0 calls
SUB1427709,3,6,32.57,3,0.41,1,Network Quality Issues,Medium,3-4 calls
SUB9644147,48,24,41.63,2,0.102,0,,Very_Low,1-2 calls
SUB8352245,6,3,17.98,0,0.189,0,,Very_Low,0 calls
SUB2750866,3,24,16.97,2,0.41,0,,Medium,1-2 calls
SUB4777173,6,3,32.32,1,0.205,1,Network Quality Issues,Low,1-2 calls
SUB7233107,24,6,9.22,5,0.819,1,Relocation/Moving,Very_High,5+ calls
SUB6275463,1,1,46.1,2,0.507,0,,Medium,1-2 calls
SUB5847384,6,12,68.9,1,0.143,0,,Very_Low,1-2 calls
SUB7371400,60,1,61.18,1,0.048,0,,Very_Low,1-2 calls
SUB6234748,1,12,21.32,1,0.614,0,,High,1-2 calls
SUB9400728,6,12,36.65,1,0.157,1,Network Quality Issues,Very_Low,1-2 calls
SUB1624135,6,12,6.85,1,0.41,1,Price Too High,Medium,1-2 calls
SUB5817167,48,12,42.79,2,0.068,0,,Very_Low,1-2 calls
SUB8731445,36,1,106.73,5,0.051,0,,Very_Low,5+ calls
SUB7830707,12,1,25.93,1,0.246,0,,Low,1-2 calls
SUB7106428,6,3,39.14,6,0.614,1,Poor Customer Service,High,5+ calls
SUB5745920,48,6,72.85,1,0.133,0,,Very_Low,1-2 calls
SUB8162517,3,1,43.66,0,0.12,0,,Very_Low,0 calls
SUB6788773,12,6,16.46,0,0.256,0,,Low,0 calls
SUB8517475,12,3,12.18,2,0.229,0,,Low,1-2 calls
SUB7923985,48,6,49.16,1,0.102,0,,Very_Low,1-2 calls
SUB7101570,24,24,29.75,0,0.164,0,,Very_Low,0 calls
SUB9032304,12,12,63.34,4,0.189,0,,Very_Low,3-4 calls
SUB3266598,18,12,22.98,2,0.205,0,,Low,1-2 calls
SUB2776238,48,12,54.63,3,0.093,0,,Very_Low,3-4 calls
SUB9451392,36,12,7.61,1,0.191,0,,Very_Low,1-2 calls
SUB6127736,18,12,17.64,1,0.157,0,,Very_Low,1-2 calls
SUB6897162,48,24,31.19,0,0.055,0,,Very_Low,0 calls
SUB7508676,12,1,10.73,2,0.378,0,,Low,1-2 calls
SUB5910662,24,3,35.04,2,0.074,0,,Very_Low,1-2 calls
SUB2995127,1,1,20.19,0,0.608,1,Price Too High,High,0 calls
SUB8776604,18,1,28.43,2,0.079,0,,Very_Low,1-2 calls
SUB2035108,3,1,10.63,1,0.546,0,,Medium,1-2 calls
SUB1478365,12,1,17.6,1,0.284,1,Relocation/Moving,Low,1-2 calls
SUB6156371,6,12,102.25,2,0.154,0,,Very_Low,1-2 calls
SUB3074242,12,1,11.78,1,0.176,0,,Very_Low,1-2 calls
SUB6232761,24,3,85.42,3,0.154,0,,Very_Low,3-4 calls
SUB6122969,1,6,27.57,1,0.225,0,,Low,1-2 calls
SUB1494209,12,3,38.38,1,0.164,0,,Very_Low,1-2 calls
SUB2534230,3,24,46.93,1,0.21,0,,Low,1-2 calls
SUB7556410,18,12,85.01,1,0.037,0,,Very_Low,1-2 calls
SUB6451151,18,6,64.77,3,0.287,0,,Low,3-4 calls
SUB1851980,3,6,105.9,2,0.205,0,,Low,1-2 calls
SUB2766299,1,12,51.58,0,0.153,0,,Very_Low,0 calls
SUB5020018,1,3,17.56,1,0.472,1,Price Too High,Medium,1-2 calls
SUB7691891,18,3,99.58,0,0.063,0,,Very_Low,0 calls
SUB7886608,12,6,106.14,2,0.082,0,,Very_Low,1-2 calls
SUB8458403,12,6,12.76,2,0.252,1,Network Quality Issues,Low,1-2 calls
SUB2662656,18,3,103.61,4,0.118,0,,Very_Low,3-4 calls
SUB5894097,12,3,58.03,1,0.063,0,,Very_Low,1-2 calls
SUB6309068,18,24,97.07,3,0.118,1,Network Quality Issues,Very_Low,3-4 calls
SUB5956780,48,24,86.04,0,0.051,0,,Very_Low,0 calls
SUB9949454,12,12,112.51,0,0.14,1,Relocation/Moving,Very_Low,0 calls
SUB5323242,18,12,105.67,0,0.029,0,,Very_Low,0 calls
SUB3871712,18,12,8.21,1,0.315,0,,Low,1-2 calls
SUB7903538,12,1,10.8,0,0.141,0,,Very_Low,0 calls
SUB1855656,18,12,9.51,2,0.355,0,,Low,1-2 calls
SUB7817123,36,3,13.78,0,0.059,0,,Very_Low,0 calls
SUB4566568,24,12,18.64,0,0.164,0,,Very_Low,0 calls
SUB5679020,1,1,54.8,2,0.191,0,,Very_Low,1-2 calls
SUB2792363,60,3,24.71,3,0.118,0,,Very_Low,3-4 calls
SUB1638922,36,12,89.3,1,0.051,0,,Very_Low,1-2 calls
SUB1777867,60,24,80.04,3,0.093,0,,Very_Low,3-4 calls
SUB4066461,3,24,82.96,3,0.573,0,,Medium,3-4 calls
SUB6756911,12,24,37.0,2,0.189,0,,Very_Low,1-2 calls
SUB2702424,12,24,24.5,1,0.189,0,,Very_Low,1-2 calls
SUB5175252,12,1,9.82,3,0.491,0,,Medium,3-4 calls
SUB2185560,12,12,45.91,1,0.189,1,Network Quality Issues,Very_Low,1-2 calls
SUB9016906,48,12,69.38,0,0.038,0,,Very_Low,0 calls
SUB7509887,18,3,39.1,2,0.074,0,,Very_Low,1-2 calls
SUB1867838,6,24,60.25,2,0.055,0,,Very_Low,1-2 calls
SUB2057880,12,3,27.7,4,0.369,0,,Low,3-4 calls
SUB4087714,12,12,12.76,0,0.183,0,,Very_Low,0 calls
SUB4478192,6,24,84.49,0,0.115,0,,Very_Low,0 calls
SUB9856832,3,3,20.31,1,0.409,1,Price Too High,Medium,1-2 calls
SUB6600068,12,12,37.95,2,0.189,0,,Very_Low,1-2 calls
SUB9151656,1,12,73.29,2,0.147,0,,Very_Low,1-2 calls
SUB1785890,36,12,10.34,4,0.331,0,,Low,3-4 calls
SUB5806799,36,6,38.45,0,0.076,0,,Very_Low,0 calls
SUB9053024,36,24,70.06,1,0.067,0,,Very_Low,1-2 calls
SUB9586625,12,12,81.73,4,0.093,0,,Very_Low,3-4 calls
SUB4743757,18,3,5.09,4,0.315,1,Poor Customer Service,Low,3-4 calls
SUB6259245,24,24,61.57,2,0.037,0,,Very_Low,1-2 calls
SUB6046528,6,12,12.71,2,0.22,1,Price Too High,Low,1-2 calls
SUB8011673,18,1,45.93,1,0.205,1,Network Quality Issues,Low,1-2 calls
SUB3868921,12,3,25.56,2,0.246,1,Price Too High,Low,1-2 calls
SUB9177039,12,3,16.05,1,0.189,0,,Very_Low,1-2 calls
SUB4003225,36,1,24.57,2,0.055,0,,Very_Low,1-2 calls
SUB6637291,18,3,11.16,0,0.109,0,,Very_Low,0 calls
SUB6034253,18,3,17.71,1,0.158,0,,Very_Low,1-2 calls
SUB5228316,3,6,13.82,1,0.42,0,,Medium,1-2 calls
SUB4578478,6,24,106.37,2,0.055,0,,Very_Low,1-2 calls
SUB9072590,36,24,6.7,3,0.287,1,Service Not Needed,Low,3-4 calls
SUB6926983,3,12,101.9,2,0.136,0,,Very_Low,1-2 calls
SUB7323617,60,12,87.34,0,0.021,0,,Very_Low,0 calls
SUB1454529,36,24,42.69,2,0.051,0,,Very_Low,1-2 calls
SUB8586288,6,1,44.39,2,0.169,1,Service Not Needed,Very_Low,1-2 calls
SUB8261511,3,6,28.73,3,0.614,1,Relocation/Moving,High,3-4 calls
SUB9927811,3,12,99.15,1,0.074,0,,Very_Low,1-2 calls
SUB2311629,6,24,64.22,3,0.165,0,,Very_Low,3-4 calls
SUB1900542,6,12,87.23,3,0.118,0,,Very_Low,3-4 calls
SUB4954780,1,24,29.77,7,0.95,1,Network Quality Issues,Very_High,5+ calls
SUB3945759,24,3,107.75,0,0.042,0,,Very_Low,0 calls
SUB9683376,60,3,29.65,3,0.169,0,,Very_Low,3-4 calls
SUB4352921,6,12,116.14,4,0.118,0,,Very_Low,3-4 calls
SUB1061264,1,6,14.28,1,0.95,1,Service Not Needed,Very_High,1-2 calls
SUB6094502,48,6,47.26,1,0.037,0,,Very_Low,1-2 calls
SUB3459507,3,12,72.88,1,0.22,0,,Low,1-2 calls
SUB4452097,1,1,73.59,4,0.287,1,Better Competitor Offer,Low,3-4 calls
SUB8292306,6,3,21.0,3,0.354,0,,Low,3-4 calls
SUB2218284,3,3,75.01,1,0.191,0,,Very_Low,1-2 calls
SUB8088727,24,24,28.16,2,0.169,0,,Very_Low,1-2 calls
SUB4080202,1,6,44.0,5,0.95,1,Service Not Needed,Very_High,5+ calls
SUB7002874,12,3,31.54,0,0.17,1,Network Quality Issues,Very_Low,0 calls
SUB8518933,12,12,23.65,3,0.198,0,,Very_Low,3-4 calls
SUB6383182,24,1,51.08,2,0.11,1,Network Quality Issues,Very_Low,1-2 calls
SUB5688827,12,12,13.05,1,0.176,1,Relocation/Moving,Very_Low,1-2 calls
SUB7517320,3,12,7.4,4,0.63,1,Price Too High,High,3-4 calls
SUB6792819,12,1,33.26,0,0.151,0,,Very_Low,0 calls
SUB8642139,48,6,80.12,3,0.028,0,,Very_Low,3-4 calls
SUB1865630,6,6,36.21,0,0.189,0,,Very_Low,0 calls
SUB6387691,6,3,57.13,3,0.215,0,,Low,3-4 calls
SUB5325001,36,3,37.94,0,0.088,0,,Very_Low,0 calls
SUB3972881,24,3,67.57,1,0.11,1,Network Quality Issues,Very_Low,1-2 calls
SUB9101294,6,12,18.79,2,0.165,0,,Very_Low,1-2 calls
SUB9557286,24,3,69.36,1,0.051,0,,Very_Low,1-2 calls
SUB6811303,1,1,21.83,1,0.614,1,Price Too High,High,1-2 calls
SUB6279947,12,24,40.08,1,0.164,0,,Very_Low,1-2 calls
SUB9559531,36,1,6.71,3,0.201,0,,Low,3-4 calls
SUB1300406,36,12,96.74,4,0.05,0,,Very_Low,3-4 calls
SUB1517961,3,24,64.85,0,0.153,0,,Very_Low,0 calls
SUB2035598,12,1,110.94,1,0.063,0,,Very_Low,1-2 calls
SUB3511902,12,24,16.62,3,0.369,0,,Low,3-4 calls
SUB8169158,18,12,14.37,4,0.409,1,Poor Customer Service,Medium,3-4 calls
SUB4640377,1,12,18.85,1,0.157,0,,Very_Low,1-2 calls
SUB1163944,60,12,37.58,2,0.102,0,,Very_Low,1-2 calls
SUB4022345,18,12,70.76,2,0.11,0,,Very_Low,1-2 calls
SUB3969852,3,12,16.09,1,0.532,1,Price Too High,Medium,1-2 calls
SUB8950630,18,1,15.03,3,0.461,1,Price Too High,Medium,3-4 calls
SUB6724827,1,6,25.23,3,0.614,0,,High,3-4 calls
SUB7800541,1,24,74.66,2,0.147,0,,Very_Low,1-2 calls
SUB5756004,3,1,27.07,3,0.799,1,Price Too High,High,3-4 calls
SUB2358454,6,3,115.33,2,0.102,1,Relocation/Moving,Very_Low,1-2 calls
SUB8689969,6,12,14.78,1,0.532,0,,Medium,1-2 calls
SUB4871018,12,1,83.95,1,0.172,0,,Very_Low,1-2 calls
SUB7412083,12,12,32.4,1,0.164,0,,Very_Low,1-2 calls
SUB8875639,12,12,20.35,1,0.351,1,Service Not Needed,Low,1-2 calls
SUB6010281,12,12,62.89,5,0.265,1,Poor Customer Service,Low,5+ calls
SUB8698812,18,12,24.35,1,0.079,0,,Very_Low,1-2 calls
SUB7807643,6,12,78.44,1,0.143,0,,Very_Low,1-2 calls
SUB6210558,18,12,68.57,1,0.136,0,,Very_Low,1-2 calls
SUB6959996,60,1,12.25,0,0.164,0,,Very_Low,0 calls
SUB3389911,12,12,53.69,3,0.093,0,,Very_Low,3-4 calls
SUB9140210,12,24,52.12,3,0.132,0,,Very_Low,3-4 calls
SUB2726681,24,12,54.57,5,0.191,1,Poor Customer Service,Very_Low,5+ calls
SUB7554845,12,1,24.27,2,0.246,0,,Low,1-2 calls
SUB1117408,3,12,13.38,5,0.42,0,,Medium,5+ calls
SUB1636431,18,12,26.59,3,0.236,0,,Low,3-4 calls
SUB4435504,12,1,92.38,4,0.066,0,,Very_Low,3-4 calls
SUB2236541,60,12,110.64,5,0.037,0,,Very_Low,5+ calls
SUB3036721,1,3,35.28,1,0.273,1,Network Quality Issues,Low,1-2 calls
SUB7087494,12,12,17.55,0,0.197,0,,Very_Low,0 calls
SUB7163185,18,24,55.69,2,0.096,0,,Very_Low,1-2 calls
SUB9706406,18,24,60.03,3,0.215,0,,Low,3-4 calls
SUB9879391,1,12,66.75,0,0.153,0,,Very_Low,0 calls
SUB6036117,6,6,14.75,3,0.472,0,,Medium,3-4 calls
SUB2107177,6,3,11.77,2,0.472,1,Price Too High,Medium,1-2 calls
SUB6408520,18,3,22.18,1,0.205,0,,Low,1-2 calls
SUB5659014,24,6,6.87,4,0.315,0,,Low,3-4 calls
SUB9070024,3,12,89.69,4,0.22,0,,Low,3-4 calls
SUB6512460,36,12,46.29,1,0.096,0,,Very_Low,1-2 calls
SUB4494585,12,3,68.74,2,0.246,0,,Low,1-2 calls
SUB2992834,6,12,6.08,3,0.614,0,,High,3-4 calls
SUB6306175,6,12,35.33,0,0.126,0,,Very_Low,0 calls
SUB6648734,6,24,31.46,1,0.236,1,Network Quality Issues,Low,1-2 calls
SUB6194914,18,24,20.88,2,0.157,0,,Very_Low,1-2 calls
SUB5716302,12,24,33.63,2,0.126,0,,Very_Low,1-2 calls
SUB3473055,48,12,45.69,3,0.039,1,Relocation/Moving,Very_Low,3-4 calls
SUB2327877,6,1,91.17,4,0.177,0,,Very_Low,3-4 calls
SUB8516669,6,6,8.43,3,0.709,1,Relocation/Moving,High,3-4 calls
SUB8016812,1,12,82.65,5,0.382,0,,Low,5+ calls
SUB3687328,6,12,90.66,1,0.133,0,,Very_Low,1-2 calls
SUB7478623,6,24,82.51,1,0.215,0,,Low,1-2 calls
SUB2899955,12,6,75.24,2,0.088,0,,Very_Low,1-2 calls
SUB5198811,12,24,27.02,2,0.246,0,,Low,1-2 calls
SUB7132446,18,3,30.64,2,0.136,0,,Very_Low,1-2 calls
SUB1672225,3,1,53.24,0,0.153,0,,Very_Low,0 calls
SUB4510463,18,3,35.67,1,0.074,0,,Very_Low,1-2 calls
SUB4070610,24,6,16.79,1,0.236,0,,Low,1-2 calls
SUB9786301,6,24,101.03,0,0.094,0,,Very_Low,0 calls
SUB4732238,6,3,32.61,2,0.236,0,,Low,1-2 calls
SUB2972613,3,12,82.2,1,0.105,0,,Very_Low,1-2 calls
SUB9306931,3,12,32.61,0,0.218,0,,Low,0 calls
SUB4335705,24,1,58.16,2,0.124,0,,Very_Low,1-2 calls
SUB6412049,6,1,53.12,0,0.172,0,,Very_Low,0 calls
SUB2344091,6,6,78.97,2,0.307,1,Relocation/Moving,Low,1-2 calls
SUB1404470,6,3,14.22,2,0.315,1,Price Too High,Low,1-2 calls
SUB5329394,1,6,5.13,2,0.63,0,,High,1-2 calls
SUB1791624,24,1,49.95,2,0.096,0,,Very_Low,1-2 calls
SUB8079903,18,24,106.97,0,0.063,0,,Very_Low,0 calls
SUB6088890,12,12,36.31,1,0.189,0,,Very_Low,1-2 calls
SUB2601207,18,12,26.58,1,0.439,0,,Medium,1-2 calls
SUB6248709,36,12,20.27,2,0.077,0,,Very_Low,1-2 calls
SUB3995035,18,24,40.23,3,0.157,0,,Very_Low,3-4 calls
SUB7203690,48,24,30.63,2,0.034,0,,Very_Low,1-2 calls
SUB1484427,3,3,103.78,2,0.177,0,,Very_Low,1-2 calls
SUB4958905,36,12,44.69,1,0.143,0,,Very_Low,1-2 calls
SUB5083372,12,12,21.27,1,0.189,0,,Very_Low,1-2 calls
SUB2109229,36,12,41.16,2,0.266,1,Service Not Needed,Low,1-2 calls
SUB4893623,24,24,84.14,3,0.11,0,,Very_Low,3-4 calls
SUB7191081,1,6,38.78,2,0.507,1,Network Quality Issues,Medium,1-2 calls
SUB3089884,36,12,28.63,2,0.165,0,,Very_Low,1-2 calls
SUB5204099,6,12,24.53,2,0.354,1,Network Quality Issues,Low,1-2 calls
SUB9309740,12,24,55.76,2,0.088,0,,Very_Low,1-2 calls
SUB8273820,1,12,7.21,3,0.819,0,,Very_High,3-4 calls
SUB5821699,24,12,27.34,3,0.165,0,,Very_Low,3-4 calls
SUB7605129,12,24,9.07,2,0.328,0,,Low,1-2 calls
SUB7172056,48,12,106.54,4,0.039,0,,Very_Low,3-4 calls
SUB2496030,6,24,9.87,5,0.819,1,Price Too High,Very_High,5+ calls
SUB1011009,12,3,72.65,2,0.172,0,,Very_Low,1-2 calls
SUB5372472,12,24,37.14,1,0.063,0,,Very_Low,1-2 calls
SUB2723480,24,3,42.41,3,0.205,0,,Low,3-4 calls
SUB9313264,12,12,81.47,1,0.088,0,,Very_Low,1-2 calls
SUB4699397,12,12,29.97,2,0.189,0,,Very_Low,1-2 calls
SUB2991367,48,24,25.76,3,0.219,0,,Low,3-4 calls
SUB6569634,12,6,16.95,0,0.281,0,,Low,0 calls
SUB9718936,12,1,47.27,0,0.071,0,,Very_Low,0 calls
SUB5409013,18,12,108.95,3,0.102,0,,Very_Low,3-4 calls
SUB3708668,1,12,119.07,3,0.157,0,,Very_Low,3-4 calls
SUB6053679,12,24,77.9,0,0.049,0,,Very_Low,0 calls
SUB2000294,6,12,89.73,4,0.177,0,,Very_Low,3-4 calls
SUB6658307,18,24,114.84,0,0.055,0,,Very_Low,0 calls
SUB9174244,18,24,73.31,2,0.157,0,,Very_Low,1-2 calls
SUB3285362,24,12,17.36,4,0.439,1,Price Too High,Medium,3-4 calls
SUB3842894,12,6,33.56,4,0.132,0,,Very_Low,3-4 calls
SUB9565873,3,1,92.34,0,0.084,0,,Very_Low,0 calls
SUB8860791,12,6,73.59,3,0.284,0,,Low,3-4 calls
SUB4036773,18,12,80.27,1,0.096,0,,Very_Low,1-2 calls
SUB5384432,1,1,14.94,5,0.95,1,Service Not Needed,Very_High,5+ calls
SUB2690792,12,12,6.7,3,0.491,0,,Medium,3-4 calls
SUB2631570,12,12,21.91,0,0.106,0,,Very_Low,0 calls
SUB5773598,12,24,10.46,1,0.176,0,,Very_Low,1-2 calls
SUB2660102,6,12,82.03,0,0.094,0,,Very_Low,0 calls
SUB2511710,12,12,26.91,2,0.284,1,Price Too High,Low,1-2 calls
SUB8276281,36,3,38.18,0,0.076,0,,Very_Low,0 calls
SUB1816609,24,3,13.79,1,0.21,1,Network Quality Issues,Low,1-2 calls
SUB5584470,18,3,8.36,5,0.382,1,Service Not Needed,Low,5+ calls
SUB7807087,18,6,18.41,7,0.472,0,,Medium,5+ calls
SUB5062316,36,24,97.61,2,0.048,0,,Very_Low,1-2 calls
SUB6587239,12,12,54.32,0,0.106,0,,Very_Low,0 calls
SUB2655464,12,6,67.78,4,0.132,0,,Very_Low,3-4 calls
SUB9377114,36,24,92.19,2,0.055,0,,Very_Low,1-2 calls
SUB9356164,24,12,82.37,3,0.079,0,,Very_Low,3-4 calls
SUB1878835,12,12,42.79,2,0.246,0,,Low,1-2 calls
SUB8556142,6,6,23.08,2,0.354,1,Price Too High,Low,1-2 calls
SUB4277560,12,12,18.52,1,0.319,0,,Low,1-2 calls
SUB4169870,3,12,12.24,2,0.71,0,,High,1-2 calls
SUB6088268,18,12,19.77,5,0.315,0,,Low,5+ calls
SUB8279995,12,3,23.2,1,0.284,0,,Low,1-2 calls
SUB7422892,18,24,10.83,3,0.526,1,Relocation/Moving,Medium,3-4 calls
SUB3379093,36,12,101.09,0,0.029,0,,Very_Low,0 calls
SUB6480283,6,24,53.57,0,0.115,0,,Very_Low,0 calls
SUB3760451,12,6,27.08,1,0.246,0,,Low,1-2 calls
SUB7369553,18,6,88.67,1,0.105,0,,Very_Low,1-2 calls
SUB7432975,6,24,88.27,3,0.248,0,,Low,3-4 calls
SUB5241244,6,12,22.39,4,0.177,1,Poor Customer Service,Very_Low,3-4 calls
SUB4904840,12,6,69.97,2,0.328,0,,Low,1-2 calls
SUB4820730,6,1,24.88,3,0.691,1,Relocation/Moving,High,3-4 calls
SUB3848411,36,6,6.56,4,0.287,1,Price Too High,Low,3-4 calls
SUB4344443,60,24,37.36,1,0.068,0,,Very_Low,1-2 calls
SUB3444149,3,3,21.9,0,0.491,0,,Medium,0 calls
SUB7930358,18,24,9.88,4,0.157,0,,Very_Low,3-4 calls
SUB3214669,3,3,48.55,2,0.315,1,Network Quality Issues,Low,1-2 calls
SUB8496121,3,1,109.18,2,0.15,0,,Very_Low,1-2 calls
SUB2954702,24,12,78.57,2,0.037,0,,Very_Low,1-2 calls
SUB3933361,3,24,77.85,2,0.22,0,,Low,1-2 calls
SUB1421655,24,12,88.94,0,0.076,0,,Very_Low,0 calls
SUB6323940,12,12,55.09,0,0.138,0,,Very_Low,0 calls
SUB1799717,12,12,5.78,2,0.491,1,Price Too High,Medium,1-2 calls
SUB6647069,6,3,104.26,0,0.094,1,Better Competitor Offer,Very_Low,0 calls
SUB3482266,12,12,72.83,0,0.049,0,,Very_Low,0 calls
SUB1921806,6,3,19.69,1,0.165,0,,Very_Low,1-2 calls
SUB5965440,3,24,39.26,0,0.312,0,,Low,0 calls
SUB8873692,3,12,47.86,2,0.273,0,,Low,1-2 calls
SUB2193728,60,12,14.2,2,0.074,0,,Very_Low,1-2 calls
SUB6061354,6,3,29.64,2,0.307,0,,Low,1-2 calls
SUB7911957,24,6,6.79,1,0.273,0,,Low,1-2 calls
SUB2504329,6,12,118.56,2,0.133,0,,Very_Low,1-2 calls
SUB2777850,18,3,6.24,1,0.95,1,Price Too High,Very_High,1-2 calls
SUB7686269,36,1,26.72,2,0.055,0,,Very_Low,1-2 calls
SUB1535888,18,6,12.6,3,0.315,1,Price Too High,Low,3-4 calls
SUB8157303,1,12,63.41,0,0.153,0,,Very_Low,0 calls
SUB4918446,3,24,119.7,7,0.315,0,,Low,5+ calls
SUB7971631,36,6,44.01,2,0.639,1,Service Not Needed,High,1-2 calls
SUB3202888,12,12,6.31,4,0.737,1,Network Quality Issues,High,3-4 calls
SUB7703562,18,6,39.77,1,0.254,1,Service Not Needed,Low,1-2 calls
SUB3552192,1,12,84.05,3,0.154,0,,Very_Low,3-4 calls
SUB9524405,12,1,53.36,0,0.138,0,,Very_Low,0 calls
SUB2724620,12,12,71.59,1,0.082,0,,Very_Low,1-2 calls
SUB6169719,18,12,16.72,3,0.307,1,Price Too High,Low,3-4 calls
SUB5830165,6,1,10.75,2,0.41,0,,Medium,1-2 calls
SUB7566692,24,6,9.29,0,0.218,0,,Low,0 calls
SUB1358062,18,6,115.16,2,0.037,0,,Very_Low,1-2 calls
SUB8248730,12,12,32.31,1,0.164,1,Relocation/Moving,Very_Low,1-2 calls
