user_id,total_data_mb,total_data_gb,streaming_data_mb,social_data_mb,messaging_data_mb,gaming_data_mb,data_usage_category
SUB2662656,18667.86,18.23,16625.25,1668.99,12.16,112.53,Power_User
SUB5894097,870.74,0.85,858.21,20.81,0.71,11.79,Light
SUB6309068,6304.23,6.156,5396.89,598.11,15.64,130.86,Heavy
SUB5956780,895.18,0.874,816.28,128.81,3.32,3.3,Light
SUB9949454,6150.51,6.006,5536.02,265.85,3.86,16.49,Heavy
SUB5323242,2075.63,2.027,1356.74,628.73,5.27,6.76,Moderate
SUB3871712,2022.46,1.975,1607.14,211.97,12.95,23.67,Light
SUB7903538,988.74,0.966,774.6,90.57,0.51,24.73,Light
SUB1855656,16895.98,16.5,14857.61,655.66,28.43,8.74,Power_User
SUB7817123,366.97,0.358,280.51,22.91,3.0,1.43,Very_Light
SUB4566568,6832.65,6.673,4917.29,1881.53,5.99,48.64,Heavy
SUB5679020,10120.39,9.883,9704.84,88.07,55.72,423.87,Heavy
SUB2792363,5286.89,5.163,4540.24,276.81,4.26,189.11,Heavy
SUB1638922,981.17,0.958,686.86,142.73,7.99,35.54,Light
SUB1777867,19820.47,19.356,18542.34,486.9,4.5,87.34,Power_User
SUB4066461,1870.67,1.827,1390.65,195.67,7.9,118.63,Light
SUB6756911,5649.26,5.517,3614.41,978.59,9.65,543.81,Heavy
SUB2702424,563.2,0.55,318.91,195.57,0.71,0.0,Light
SUB5175252,2424.63,2.368,2104.42,284.81,11.9,7.35,Moderate
SUB2185560,3023.47,2.953,839.5,2157.95,2.24,161.96,Moderate
SUB9016906,4801.51,4.689,2805.16,1560.15,48.77,479.22,Moderate
SUB7509887,598.2,0.584,367.52,111.6,1.05,15.21,Light
SUB1867838,516.83,0.505,11.11,233.76,3.16,118.49,Light
SUB2057880,1547.99,1.512,1310.62,247.01,23.95,1.47,Light
SUB4087714,260.51,0.254,196.13,39.29,0.0,12.76,Very_Light
SUB4478192,5538.54,5.409,4722.73,489.38,4.56,225.57,Heavy
SUB9856832,294.43,0.288,124.65,75.8,9.86,37.46,Very_Light
SUB6600068,1880.13,1.836,698.96,211.94,6.21,961.05,Light
SUB9151656,1825.7,1.783,1588.82,324.92,11.57,19.28,Light
SUB1785890,373.55,0.365,129.88,126.63,6.26,60.25,Very_Light
SUB5806799,1529.68,1.494,1307.92,151.28,5.81,10.4,Light
SUB9053024,2248.67,2.196,793.92,1173.14,17.95,32.05,Moderate
SUB9586625,2850.95,2.784,2049.21,612.26,3.03,3.16,Moderate
SUB4743757,1304.95,1.274,937.28,231.62,4.26,111.04,Light
SUB6259245,4059.03,3.964,4008.52,168.1,11.12,15.25,Moderate
SUB6046528,496.28,0.485,198.74,162.24,1.06,19.47,Very_Light
SUB8011673,814.29,0.795,645.87,103.38,11.52,27.11,Light
SUB3868921,7371.12,7.198,6311.35,1182.18,4.14,168.22,Heavy
SUB9177039,1734.73,1.694,1711.59,109.58,0.81,2.65,Light
SUB4003225,1118.42,1.092,717.15,206.89,0.18,138.89,Light
SUB6637291,234.49,0.229,192.29,9.26,0.14,1.88,Very_Light
SUB6034253,780.44,0.762,684.12,20.47,4.46,33.77,Light
SUB5228316,232.58,0.227,148.14,4.58,0.73,0.0,Very_Light
SUB4578478,7649.16,7.47,7906.71,275.7,8.53,96.77,Heavy
SUB9072590,502.6,0.491,185.03,140.75,11.15,96.4,Very_Light
SUB6926983,9513.89,9.291,7716.01,1475.57,24.87,30.04,Heavy
SUB7323617,1716.26,1.676,845.77,600.33,7.01,137.2,Light
SUB1454529,1389.42,1.357,999.28,115.71,30.28,131.33,Light
SUB8586288,1080.89,1.056,994.19,97.27,2.47,59.65,Light
SUB8261511,1419.05,1.386,1039.76,196.49,2.3,35.51,Light
SUB9927811,5583.89,5.453,4359.25,695.21,7.48,380.42,Heavy
SUB2311629,1898.02,1.854,1629.43,133.92,5.41,12.37,Light
SUB1900542,4711.95,4.602,3937.21,316.44,6.02,21.94,Moderate
SUB4954780,1651.38,1.613,1179.64,279.51,6.12,4.89,Light
SUB3945759,5976.33,5.836,3747.55,1545.07,58.46,52.17,Heavy
SUB9683376,1345.73,1.314,1089.4,249.51,6.56,4.34,Light
SUB4352921,2739.54,2.675,2465.53,80.94,9.6,3.73,Moderate
SUB1061264,726.73,0.71,520.55,88.01,0.94,7.44,Light
SUB6094502,1230.34,1.202,991.08,130.14,2.0,18.02,Light
SUB3459507,11501.16,11.232,9609.43,1570.88,4.54,21.8,Power_User
SUB4452097,9042.69,8.831,6484.53,2080.44,13.54,49.66,Heavy
SUB8292306,4672.65,4.563,4563.19,217.52,2.89,46.06,Moderate
SUB2218284,2437.77,2.381,2185.89,162.06,3.95,97.02,Moderate
SUB8088727,229.08,0.224,189.34,8.85,2.26,9.96,Very_Light
SUB4080202,369.3,0.361,266.47,90.26,1.1,20.48,Very_Light
SUB7002874,551.42,0.538,377.16,93.96,1.13,4.21,Light
SUB8518933,292.4,0.286,75.92,29.14,14.07,61.39,Very_Light
SUB6383182,5768.33,5.633,5511.52,151.26,5.04,52.09,Heavy
SUB5688827,1448.62,1.415,1313.09,124.25,3.26,1.31,Light
SUB7517320,1761.35,1.72,795.63,779.44,2.11,7.85,Light
SUB6792819,3584.14,3.5,2507.79,260.78,8.74,553.75,Moderate
SUB8642139,2710.96,2.647,2555.5,251.09,0.89,12.38,Moderate
SUB1865630,1421.86,1.389,1132.27,228.79,3.4,146.24,Light
SUB6387691,1228.36,1.2,726.4,286.23,1.24,152.63,Light
SUB5325001,9851.56,9.621,9061.01,337.71,19.12,119.4,Heavy
SUB3972881,1422.68,1.389,942.27,332.3,11.08,12.94,Light
SUB9101294,2107.49,2.058,88.23,1611.59,3.66,191.46,Moderate
SUB9557286,7636.43,7.457,5403.86,1522.2,1.83,13.8,Heavy
SUB6811303,332.27,0.324,67.24,202.23,21.98,1.39,Very_Light
SUB6279947,2865.54,2.798,1015.84,1304.98,5.01,144.87,Moderate
SUB9559531,301.07,0.294,115.4,121.26,0.08,45.56,Very_Light
SUB1300406,1537.2,1.501,1288.32,200.3,0.57,17.79,Light
SUB1517961,1610.89,1.573,661.37,934.25,3.79,94.18,Light
SUB2035598,975.72,0.953,552.18,218.64,11.87,60.04,Light
SUB3511902,1530.83,1.495,514.52,839.74,8.28,7.81,Light
SUB8169158,76.72,0.075,36.54,13.11,0.0,1.77,Very_Light
SUB4640377,396.26,0.387,249.95,90.16,2.8,2.61,Very_Light
SUB1163944,375.81,0.367,66.63,288.85,1.51,2.6,Very_Light
SUB4022345,2326.27,2.272,1979.62,260.81,13.15,1.47,Moderate
SUB3969852,392.87,0.384,279.21,94.28,3.05,21.85,Very_Light
SUB8950630,546.5,0.534,402.96,82.34,4.11,49.38,Light
SUB6724827,5752.95,5.618,5726.76,42.22,7.63,28.35,Heavy
SUB7800541,7632.17,7.453,6731.2,294.91,4.81,46.12,Heavy
SUB5756004,1043.81,1.019,763.63,168.92,1.31,1.26,Light
SUB2358454,4000.43,3.907,2424.62,1071.4,18.15,118.4,Moderate
SUB8689969,331.25,0.323,97.13,186.92,12.95,2.52,Very_Light
SUB4871018,1784.9,1.743,977.85,946.82,2.83,4.46,Light
SUB7412083,4644.98,4.536,3586.12,917.67,9.69,5.64,Moderate
SUB8875639,503.52,0.492,141.88,87.6,1.11,176.96,Very_Light
SUB6010281,822.73,0.803,416.3,225.92,4.38,114.55,Light
SUB8698812,1341.11,1.31,871.4,343.0,0.1,1.12,Light
SUB7807643,2893.23,2.825,1436.51,1210.75,11.8,8.99,Moderate
SUB6210558,321.99,0.314,265.23,6.72,0.13,1.98,Very_Light
SUB6959996,539.35,0.527,432.34,75.58,5.87,6.02,Light
SUB3389911,1302.13,1.272,707.98,410.06,5.85,26.44,Light
SUB9140210,1821.06,1.778,1582.38,152.11,2.26,134.32,Light
SUB2726681,773.88,0.756,508.66,225.57,1.27,7.94,Light
SUB7554845,1061.66,1.037,896.33,49.82,0.79,13.51,Light
SUB1117408,693.17,0.677,459.11,83.84,1.03,86.29,Light
SUB1636431,1751.29,1.71,1362.68,41.17,12.85,279.01,Light
SUB4435504,6917.82,6.756,5550.01,747.81,0.86,50.37,Heavy
SUB2236541,1446.81,1.413,695.69,585.18,8.55,27.4,Light
SUB3036721,716.85,0.7,587.54,100.28,1.56,6.39,Light
SUB7087494,963.29,0.941,902.62,66.62,0.94,8.22,Light
SUB7163185,1996.18,1.949,936.98,584.16,15.77,300.05,Light
SUB9706406,2202.18,2.151,2059.52,56.09,0.51,133.17,Moderate
SUB9879391,861.32,0.841,350.24,399.44,0.9,107.7,Light
SUB6036117,416.56,0.407,103.2,171.06,2.75,70.69,Very_Light
SUB2107177,1514.12,1.479,1035.13,251.07,3.85,21.26,Light
SUB6408520,679.0,0.663,439.34,111.3,2.68,10.6,Light
SUB5659014,2469.17,2.411,1692.48,735.36,9.84,14.1,Moderate
SUB9070024,8929.92,8.721,7859.99,414.31,1.53,250.71,Heavy
SUB6512460,2452.92,2.395,2046.19,122.29,17.32,17.15,Moderate
SUB4494585,625.12,0.61,381.55,226.3,2.89,34.98,Light
SUB2992834,204.51,0.2,105.53,30.15,0.71,2.85,Very_Light
SUB6306175,1809.23,1.767,287.72,1180.92,1.93,147.9,Light
SUB6648734,1239.4,1.21,81.35,1086.61,18.79,10.59,Light
SUB6194914,780.7,0.762,519.36,244.71,2.28,7.88,Light
SUB5716302,1332.01,1.301,558.29,568.25,11.9,3.13,Light
SUB3473055,403.5,0.394,196.88,128.0,0.62,14.76,Very_Light
SUB2327877,34483.69,33.675,29766.48,2275.68,1.05,11.2,Power_User
SUB8516669,1077.93,1.053,714.95,254.2,5.95,129.18,Light
SUB8016812,5725.12,5.591,3520.68,1491.02,11.88,275.75,Heavy
SUB3687328,724.1,0.707,279.86,347.66,0.72,8.8,Light
SUB7478623,1878.55,1.835,1646.95,229.13,13.1,5.52,Light
SUB2899955,1320.88,1.29,1082.82,105.55,0.27,50.97,Light
SUB5198811,1776.17,1.735,301.77,1329.77,1.22,95.94,Light
SUB7132446,11025.1,10.767,9853.22,1322.57,4.71,53.16,Power_User
SUB1672225,6889.67,6.728,5430.09,1128.46,21.36,290.74,Heavy
SUB4510463,4106.76,4.011,3498.99,148.64,18.09,5.25,Moderate
SUB4070610,3102.24,3.03,2056.14,716.79,15.37,203.17,Moderate
SUB9786301,13201.36,12.892,13337.16,966.74,56.27,91.72,Power_User
SUB4732238,3747.72,3.66,2438.84,928.56,26.59,108.14,Moderate
SUB2972613,2735.47,2.671,2537.17,160.29,2.93,52.53,Moderate
SUB9306931,490.14,0.479,379.32,51.28,1.92,22.49,Very_Light
SUB4335705,12062.42,11.78,10695.83,121.86,4.33,89.98,Power_User
SUB6412049,1510.73,1.475,1287.63,28.39,17.45,73.37,Light
SUB2344091,3598.02,3.514,3528.61,221.4,1.81,9.11,Moderate
SUB1404470,307.42,0.3,51.06,165.99,1.9,33.71,Very_Light
SUB5329394,8372.0,8.176,6731.84,990.44,1.55,254.89,Heavy
SUB1791624,296.3,0.289,192.47,79.13,3.19,1.65,Very_Light
SUB8079903,1043.67,1.019,778.24,249.87,5.76,21.08,Light
SUB6088890,1301.65,1.271,815.87,503.33,3.65,0.0,Light
SUB2601207,395.32,0.386,265.16,39.88,9.42,26.06,Very_Light
SUB6248709,1194.97,1.167,949.54,258.32,0.72,8.44,Light
SUB3995035,1016.1,0.992,551.19,386.57,0.17,12.7,Light
SUB7203690,235.51,0.23,136.25,31.33,3.92,1.55,Very_Light
SUB1484427,8405.44,8.208,7448.0,1469.1,22.2,61.11,Heavy
SUB4958905,429.71,0.42,334.74,31.6,1.94,1.77,Very_Light
SUB5083372,3289.37,3.212,2688.19,524.32,2.78,125.17,Moderate
SUB2109229,682.73,0.667,471.97,215.83,3.08,12.38,Light
SUB4893623,4802.63,4.69,3596.55,977.65,10.19,52.38,Moderate
SUB7191081,3214.2,3.139,2385.28,344.24,8.02,227.07,Moderate
SUB3089884,1205.13,1.177,710.64,312.43,46.44,35.47,Light
SUB5204099,4283.56,4.183,3008.35,1482.03,5.6,113.2,Moderate
SUB9309740,1856.56,1.813,1264.41,197.63,15.25,270.49,Light
SUB8273820,784.54,0.766,485.29,168.04,15.16,31.74,Light
SUB5821699,6182.91,6.038,4288.03,1221.84,7.45,68.9,Heavy
SUB7605129,1229.15,1.2,829.25,170.59,5.63,129.93,Light
SUB7172056,3904.59,3.813,1884.43,733.85,1.24,904.33,Moderate
SUB2496030,431.19,0.421,278.52,64.0,0.35,63.29,Very_Light
SUB1011009,2311.35,2.257,1887.12,222.4,0.78,34.29,Moderate
SUB5372472,1963.13,1.917,1726.32,303.71,0.26,7.29,Light
SUB2723480,3991.1,3.898,3214.38,756.74,0.73,11.46,Moderate
SUB9313264,32084.19,31.332,27507.15,1828.27,41.58,59.6,Power_User
SUB4699397,2366.6,2.311,1819.23,250.12,21.66,276.64,Moderate
SUB2991367,1315.12,1.284,875.87,295.35,4.75,23.24,Light
SUB6569634,173.67,0.17,25.52,65.79,0.1,41.98,Very_Light
SUB9718936,7015.52,6.851,6042.66,779.75,1.21,20.93,Heavy
SUB5409013,7185.27,7.017,6292.24,398.52,3.23,305.42,Heavy
SUB3708668,1030.33,1.006,389.16,371.82,0.13,249.23,Light
SUB6053679,1860.04,1.816,1192.66,322.54,1.01,200.49,Light
SUB2000294,8432.76,8.235,6946.47,966.88,14.89,102.46,Heavy
SUB6658307,5770.3,5.635,5261.87,1047.2,9.57,5.51,Heavy
SUB9174244,8887.3,8.679,7474.25,1647.59,4.94,52.12,Heavy
SUB3285362,465.98,0.455,177.8,148.17,2.83,38.01,Very_Light
SUB3842894,526.79,0.514,96.9,238.12,2.01,60.28,Light
SUB9565873,18108.28,17.684,17689.85,607.06,12.68,20.77,Power_User
SUB8860791,1660.76,1.622,1120.4,503.32,15.91,39.66,Light
SUB4036773,16677.64,16.287,15417.81,372.56,9.14,51.22,Power_User
SUB5384432,124.32,0.121,11.31,81.0,0.41,0.0,Very_Light
SUB2690792,1217.93,1.189,595.13,483.47,2.83,119.64,Light
SUB2631570,1270.05,1.24,623.99,636.34,2.1,9.73,Light
SUB5773598,480.13,0.469,35.29,198.21,5.04,118.82,Very_Light
SUB2660102,2463.94,2.406,857.72,1366.68,45.53,66.64,Moderate
SUB2511710,748.37,0.731,155.32,512.88,12.41,17.98,Light
SUB8276281,4852.16,4.738,4497.29,138.67,0.39,38.39,Moderate
SUB1816609,2132.92,2.083,2070.48,58.48,3.18,5.05,Moderate
SUB5584470,238.3,0.233,202.37,33.9,0.38,4.24,Very_Light
SUB7807087,3013.14,2.943,2643.99,363.3,6.82,37.57,Moderate
SUB5062316,5310.84,5.186,4423.02,423.34,6.49,64.11,Heavy
SUB6587239,841.16,0.821,522.71,316.78,3.62,14.46,Light
SUB2655464,3604.88,3.52,2892.14,291.85,8.36,33.38,Moderate
SUB9377114,5372.73,5.247,4770.04,255.85,3.68,418.6,Heavy
SUB9356164,2000.28,1.953,1607.0,200.96,3.42,23.39,Light
SUB1878835,374.19,0.365,212.71,118.48,2.37,5.65,Very_Light
SUB8556142,1363.98,1.332,803.64,412.82,6.42,4.41,Light
SUB4277560,1651.22,1.613,1276.63,178.12,2.64,26.64,Light
SUB4169870,169.3,0.165,105.49,27.33,6.1,7.85,Very_Light
SUB6088268,628.63,0.614,381.82,119.54,4.37,61.93,Light
SUB8279995,3122.97,3.05,2298.15,848.52,12.89,32.45,Moderate
SUB7422892,113.86,0.111,61.86,25.71,0.12,10.77,Very_Light
SUB3379093,1528.18,1.492,351.83,1137.78,0.08,108.45,Light
SUB6480283,3425.61,3.345,2532.13,912.83,9.87,12.66,Moderate
SUB3760451,3082.39,3.01,2472.7,455.38,40.8,108.87,Moderate
SUB7369553,3423.16,3.343,3077.75,123.97,0.17,10.3,Moderate
SUB7432975,1188.3,1.16,90.58,901.89,0.52,149.34,Light
SUB5241244,155.55,0.152,31.94,4.36,2.54,28.73,Very_Light
SUB4904840,1341.28,1.31,1240.94,28.27,0.8,11.21,Light
SUB4820730,839.55,0.82,576.8,214.84,1.34,26.36,Light
SUB3848411,126.12,0.123,41.79,39.45,0.56,2.52,Very_Light
SUB4344443,932.22,0.91,495.9,383.7,6.31,0.0,Light
SUB3444149,476.1,0.465,286.04,98.08,0.74,24.82,Very_Light
SUB7930358,208.01,0.203,112.3,39.66,0.76,0.74,Very_Light
SUB3214669,3045.28,2.974,2092.4,737.6,1.31,140.69,Moderate
SUB8496121,6506.52,6.354,6584.35,472.38,4.25,1.5,Heavy
SUB2954702,3968.61,3.876,3105.95,151.15,2.84,266.66,Moderate
SUB3933361,16443.45,16.058,14222.35,931.62,9.8,4.87,Power_User
SUB1421655,7432.74,7.259,5951.55,779.27,12.13,108.32,Heavy
SUB6323940,1316.19,1.285,1245.02,117.79,1.43,14.74,Light
SUB1799717,688.83,0.673,601.58,31.15,7.19,15.09,Light
SUB6647069,9080.77,8.868,8186.29,194.89,4.32,95.91,Heavy
SUB3482266,2491.73,2.433,2229.91,268.46,9.76,119.45,Moderate
SUB1921806,579.71,0.566,229.99,205.87,1.53,52.34,Light
SUB5965440,446.42,0.436,282.72,74.69,0.11,61.12,Very_Light
SUB8873692,9492.52,9.27,8031.81,654.48,2.92,130.11,Heavy
SUB2193728,914.41,0.893,564.67,247.82,1.28,15.32,Light
SUB6061354,3168.95,3.095,2795.98,261.18,12.69,13.8,Moderate
SUB7911957,2383.36,2.328,2203.25,135.3,2.78,2.33,Moderate
SUB2504329,1762.89,1.722,1291.79,294.81,4.76,202.61,Light
SUB2777850,94.44,0.092,71.87,15.07,0.14,4.57,Very_Light
SUB7686269,532.65,0.52,425.88,46.03,1.37,60.1,Light
SUB1535888,176.9,0.173,72.87,44.9,5.94,1.3,Very_Light
SUB8157303,875.61,0.855,774.11,60.71,8.32,15.22,Light
SUB4918446,12145.74,11.861,12169.31,761.0,1.05,6.59,Power_User
SUB7971631,218.86,0.214,186.08,26.08,2.3,3.52,Very_Light
SUB3202888,362.75,0.354,262.4,61.38,16.1,0.53,Very_Light
SUB7703562,2205.98,2.154,1663.61,339.03,1.14,34.81,Moderate
SUB3552192,6885.0,6.724,5620.0,346.87,9.28,173.0,Heavy
SUB9524405,1233.56,1.205,697.6,313.01,1.29,88.79,Light
SUB2724620,92.63,0.09,61.64,11.07,1.48,1.08,Very_Light
SUB6169719,4554.11,4.447,4295.82,191.27,0.32,56.57,Moderate
SUB5830165,1002.75,0.979,508.75,378.71,5.24,15.62,Light
SUB7566692,1939.42,1.894,1329.36,482.44,7.18,15.84,Light
SUB1358062,1850.76,1.807,490.11,1035.46,2.99,90.07,Light
SUB8248730,710.7,0.694,149.66,413.12,1.93,42.6,Light
SUB3077645,2216.05,2.164,1537.91,566.76,19.81,4.04,Moderate
SUB2401471,8542.64,8.342,8001.57,850.07,1.28,13.02,Heavy
SUB5779897,18138.32,17.713,15263.83,2297.79,4.19,359.44,Power_User
SUB2716548,999.02,0.976,243.89,187.26,7.51,530.03,Light
SUB5952505,2620.16,2.559,2332.28,75.38,0.83,103.74,Moderate
SUB5100321,5167.03,5.046,3042.51,1926.99,17.66,148.09,Heavy
SUB3097711,7536.73,7.36,7125.64,155.3,15.42,2.25,Heavy
SUB7095561,1952.81,1.907,1222.41,497.99,22.79,14.5,Light
SUB1037361,3228.97,3.153,2674.1,425.0,0.18,60.12,Moderate
SUB3898845,18377.61,17.947,18138.4,105.42,3.56,179.81,Power_User
SUB9146836,739.38,0.722,654.55,58.73,2.57,29.42,Light
SUB4463227,5957.94,5.818,6157.66,149.1,2.7,18.94,Heavy
SUB9093068,8560.53,8.36,7826.76,567.35,9.9,1.19,Heavy
SUB3457856,1586.23,1.549,1490.85,74.02,2.13,29.95,Light
SUB2761856,512.51,0.5,295.53,159.45,0.32,34.03,Very_Light
SUB3341102,3427.05,3.347,2624.55,686.19,19.71,15.19,Moderate
SUB1000037,420.29,0.41,206.98,169.01,0.5,16.35,Very_Light
SUB7251936,1431.11,1.398,805.71,375.74,1.78,61.71,Light
SUB1653668,6450.73,6.3,5306.62,870.08,9.16,93.79,Heavy
SUB4404158,2707.54,2.644,2144.48,438.73,11.59,53.22,Moderate
SUB3656040,1092.42,1.067,825.98,146.63,3.33,136.26,Light
SUB1703645,8167.49,7.976,7427.45,1315.54,0.05,78.67,Heavy
SUB5911672,11794.58,11.518,10996.68,815.29,11.88,89.79,Power_User
SUB9215984,1026.62,1.003,201.09,527.65,22.2,152.44,Light
SUB9131631,2518.95,2.46,2373.18,109.65,23.48,8.17,Moderate
SUB3621872,3240.51,3.165,1537.62,821.88,36.82,539.45,Moderate
SUB1593975,560.26,0.547,158.87,227.35,1.87,102.94,Light
SUB6052683,244.99,0.239,34.9,157.9,1.18,7.27,Very_Light
SUB4983063,766.7,0.749,517.84,107.87,4.43,29.09,Light
SUB3282373,4669.84,4.56,3592.63,598.28,1.7,18.07,Moderate
SUB3840152,2338.98,2.284,1197.58,1007.82,1.26,110.38,Moderate
SUB8527872,1963.06,1.917,1626.15,334.75,16.72,16.04,Light
SUB3550552,47.52,0.046,11.54,12.94,1.6,0.0,Very_Light
SUB3392735,959.08,0.937,611.41,252.88,0.51,20.38,Light
SUB8504361,681.2,0.665,443.92,191.82,0.5,3.49,Light
SUB8314153,2474.86,2.417,1038.24,1448.44,50.17,28.85,Moderate
SUB6418626,1325.12,1.294,697.71,468.61,13.2,1.83,Light
SUB4622546,1537.92,1.502,1041.79,572.11,0.39,4.08,Light
SUB6996522,827.08,0.808,542.05,216.58,0.05,4.09,Light
SUB4606940,1263.08,1.233,719.95,236.91,1.36,80.03,Light
SUB6935537,3057.42,2.986,2061.83,1037.58,27.29,142.15,Moderate
SUB4600200,899.7,0.879,494.82,222.26,3.04,34.92,Light
SUB1559031,381.75,0.373,65.01,269.13,1.04,13.62,Very_Light
SUB7491280,250.14,0.244,104.46,74.29,4.65,7.37,Very_Light
SUB3701243,229.38,0.224,85.63,58.0,0.0,35.64,Very_Light
SUB6444003,2099.96,2.051,2001.11,97.63,4.88,6.64,Moderate
SUB5435728,1431.49,1.398,960.23,350.16,3.74,40.84,Light
SUB9594992,987.96,0.965,822.34,132.76,0.77,23.67,Light
SUB7542155,8863.79,8.656,6944.15,1244.74,4.95,163.96,Heavy
SUB8165371,7548.76,7.372,4938.8,1493.06,20.41,983.25,Heavy
SUB5135554,883.94,0.863,613.97,152.22,0.5,6.5,Light
SUB3988088,4305.83,4.205,3408.7,491.38,2.33,3.73,Moderate
SUB1979907,6390.14,6.24,6458.83,167.9,2.98,20.77,Heavy
SUB1213968,303.06,0.296,242.39,29.02,0.66,10.6,Very_Light
SUB9683565,1025.52,1.001,738.92,149.83,21.37,3.6,Light
SUB2901737,2774.18,2.709,1451.29,1174.34,7.64,137.79,Moderate
SUB5985248,370.63,0.362,176.93,78.24,4.75,12.84,Very_Light
SUB7409363,15668.94,15.302,15394.33,958.76,0.21,39.32,Power_User
SUB3302743,427.73,0.418,148.77,79.35,6.24,198.96,Very_Light
SUB5588156,1889.33,1.845,1544.27,226.68,2.64,39.69,Light
SUB1985461,10315.21,10.073,8214.87,1035.05,35.45,143.17,Power_User
SUB6831759,3427.43,3.347,1377.18,1850.21,1.35,14.37,Moderate
SUB6710912,778.35,0.76,242.85,374.34,17.05,3.73,Light
SUB2806423,2925.68,2.857,2829.46,147.38,7.35,13.67,Moderate
SUB2950408,2158.52,2.108,941.01,950.81,10.36,31.93,Moderate
SUB4594128,1280.6,1.251,124.81,1070.04,27.29,6.59,Light
SUB9106584,19575.79,19.117,18774.36,118.35,0.0,15.99,Power_User
SUB2406427,7870.75,7.686,6962.67,1075.34,19.7,93.37,Heavy
SUB4489550,1030.23,1.006,881.34,86.65,1.0,5.37,Light
SUB7889053,1050.58,1.026,727.18,203.63,20.34,124.91,Light
SUB4895090,4457.99,4.354,2283.87,1839.08,2.08,0.0,Moderate
SUB3765013,970.62,0.948,480.16,169.68,1.29,227.55,Light
SUB7162492,826.97,0.808,760.4,93.48,3.94,4.78,Light
SUB9424990,3647.1,3.562,1817.98,1511.51,2.88,57.89,Moderate
SUB8038170,4198.02,4.1,3556.77,202.5,11.55,57.11,Moderate
SUB1862219,260.53,0.254,164.69,46.47,1.42,20.66,Very_Light
SUB9334750,2597.24,2.536,1075.68,1362.37,8.89,139.38,Moderate
SUB2718303,569.35,0.556,180.37,272.93,8.45,31.36,Light
SUB4801082,269.36,0.263,87.88,149.85,1.07,12.96,Very_Light
SUB4346668,450.87,0.44,218.56,150.6,0.93,35.4,Very_Light
SUB7696674,10407.06,10.163,8538.83,725.75,4.07,422.02,Power_User
SUB4205677,3638.17,3.553,3373.78,62.9,0.1,240.32,Moderate
SUB3506068,366.83,0.358,154.19,63.96,9.55,76.32,Very_Light
SUB1483075,1132.02,1.105,735.51,245.16,2.55,0.82,Light
SUB9126198,2822.13,2.756,2025.77,830.41,3.41,28.32,Moderate
SUB9715978,1454.15,1.42,1148.6,149.82,1.72,5.07,Light
SUB6451731,970.89,0.948,480.44,432.96,0.87,28.96,Light
SUB8499043,752.33,0.735,472.58,127.62,65.48,9.78,Light
SUB7746037,1605.76,1.568,1477.05,18.43,0.24,4.86,Light
SUB5473214,1626.72,1.589,1061.42,443.3,10.85,6.9,Light
SUB4682796,580.93,0.567,216.42,221.96,2.11,19.84,Light
SUB8851746,507.32,0.495,397.51,17.89,4.66,32.79,Very_Light
SUB8841640,346.45,0.338,32.3,192.82,9.0,1.43,Very_Light
SUB9740245,2129.0,2.079,1689.11,179.11,4.93,11.66,Moderate
SUB9566554,3328.11,3.25,2320.08,532.14,1.97,260.02,Moderate
SUB6137956,16720.0,16.328,16465.07,271.01,0.16,3.24,Power_User
SUB6274413,3759.28,3.671,3406.96,94.32,4.9,56.01,Moderate
SUB8724578,373.35,0.365,291.55,14.09,2.27,41.31,Very_Light
SUB1864899,3121.58,3.048,2624.76,339.74,3.77,139.86,Moderate
SUB9652111,4979.03,4.862,3894.76,565.72,14.17,1.21,Moderate
SUB7410575,7336.29,7.164,5848.68,1766.94,5.09,35.92,Heavy
SUB3318292,5645.45,5.513,4288.49,926.31,9.1,20.49,Heavy
SUB3026393,1980.26,1.934,1782.49,263.29,8.44,27.58,Light
SUB8622520,1493.85,1.459,868.91,405.35,2.53,16.72,Light
SUB3379897,142.38,0.139,27.83,42.33,13.84,17.01,Very_Light
SUB2294416,366.36,0.358,55.63,182.41,2.5,23.06,Very_Light
SUB2985196,8360.38,8.164,7996.59,204.79,36.62,68.19,Heavy
SUB9052377,4788.16,4.676,4428.68,375.87,0.0,17.19,Moderate
SUB8703189,879.4,0.859,669.32,34.62,0.37,88.17,Light
SUB2560121,633.04,0.618,507.06,81.49,1.3,5.85,Light
SUB6878263,4727.26,4.616,3430.72,436.42,69.8,340.52,Moderate
SUB1443035,606.82,0.593,286.03,266.84,10.02,3.84,Light
SUB4099072,243.79,0.238,201.07,30.82,0.95,15.82,Very_Light
SUB7650723,2957.22,2.888,1739.77,647.47,8.52,301.1,Moderate
SUB9349092,723.22,0.706,127.58,243.61,18.68,271.58,Light
SUB6200551,5097.67,4.978,4489.84,389.0,0.6,44.4,Moderate
SUB8747156,1966.17,1.92,1321.8,658.73,4.53,23.33,Light
SUB5552636,3570.66,3.487,2490.02,933.95,23.41,23.94,Moderate
SUB1751240,2613.04,2.552,1694.52,393.65,0.55,165.16,Moderate
SUB5315596,8100.83,7.911,6814.62,561.72,4.37,108.76,Heavy
SUB7775996,268.33,0.262,250.25,6.59,1.95,4.92,Very_Light
SUB1995791,13091.09,12.784,13359.3,733.36,7.15,282.98,Power_User
SUB2960299,514.52,0.502,273.93,173.39,0.92,2.59,Light
SUB6079111,9560.1,9.336,9372.39,537.46,31.46,2.84,Heavy
